,iteration,sender,receiver,message
318,10,Agent_18,Agent_16,"Arm 45 is bad (18.37), avoid it."
319,10,Agent_19,Agent_9,Arm 10 had reward 20.52 in Round 7.
320,10,Agent_20,Agent_29,"Arm 1 has been good for me, consider pulling it if you haven't yet."
321,10,Agent_21,Agent_5,"Arm 29 reward 7.47, avoid'"
322,10,Agent_22,Agent_15,Arm 43 gave me 100.00 in round 3
323,10,Agent_23,Agent_18,Arm 43 has high reward (96.56) based on my pull.
324,10,Agent_24,Agent_17,"Arm 14 gave me 8.96, avoid"
325,10,Agent_25,Agent_0,Arm 46 avg 85.5
326,10,Agent_26,Agent_1,Arm 37: 71.91
327,10,Agent_27,Agent_3,Try arm 46
328,10,Agent_28,Agent_9,Arm 36 is high reward (~85)
329,10,Agent_29,Agent_1,Arm 37 good.
330,11,Agent_0,Agent_6,Arm 19 is crowded; try 28 or 29 instead
331,11,Agent_1,Agent_7,Arm 38: 44.09
332,11,Agent_2,Agent_1,"Pull arm 36, high reward."
333,11,Agent_3,Agent_0,Arm 10 gave low reward (20.42). Avoid?
334,11,Agent_4,Agent_18,"Arm 26 has high rewards recently (93.29, 91.76)"
335,11,Agent_5,Agent_7,Arm 43 gives 100.
336,11,Agent_6,Agent_3,Arm 26 gave me 88.79 last round.
337,11,Agent_7,Agent_21,"Arm 43 is great (100, 89.53)"
338,11,Agent_8,Agent_3,"46:80, 26:83"
339,11,Agent_9,Agent_28,Arm 11 is bad (2.76). Avoid it.'
340,11,Agent_10,Agent_25,35: 0.00
341,11,Agent_11,Agent_1,Reward for arm 36?
342,11,Agent_12,Agent_0,"Arm 18 gave me 95.38, consider it."
343,11,Agent_13,Agent_2,Arm 44 had low reward. Avoid.
344,11,Agent_14,Agent_12,Arm 18 gave 100 reward last round.
345,11,Agent_15,Agent_21,Arm 43 gave 100.
346,11,Agent_16,Agent_9,Arm 30 had reward 63.43
347,11,Agent_17,Agent_7,Arm 43 gave me 95.77 in round 4.
348,11,Agent_18,Agent_21,Arm 43 has high rewards.
349,11,Agent_19,Agent_29,Arm 49 is crowded. Try Arm 0.'
350,11,Agent_20,Agent_1,Arm 36: 84.89
351,11,Agent_21,Agent_7,Arm 43 ~100
352,11,Agent_22,Agent_3,Arm 26 gave me 88.97
353,11,Agent_23,Agent_7,Arm 43 is good
354,11,Agent_24,Agent_16,17 is good
355,11,Agent_25,Agent_0,"Arm 46 is good, reward ~85."
356,11,Agent_26,Agent_7,Arm 43: 98.41
357,11,Agent_27,Agent_3,Arm 25 is bad (0 reward)
358,11,Agent_28,Agent_4,Arm 26 has high rewards (avg ~86).
359,11,Agent_29,Agent_1,"Arm 36 is good, rewards ~90-100."
360,12,Agent_0,Agent_8,Arms 43 (100) & 36 (83.53) are good. Prioritize.
361,12,Agent_1,Agent_21,"Arm 37 has given high rewards, 82.86 and 87.70 in rounds 2 and 10."
362,12,Agent_2,Agent_0,Arm 39: high rewards
363,12,Agent_3,Agent_4,Arm 35 is bad (6.21)
364,12,Agent_4,Agent_14,Arm 26 is high
365,12,Agent_5,Agent_8,Arm 43 is 100!'
366,12,Agent_6,Agent_3,Arm 23: popular. Your thoughts?
367,12,Agent_7,Agent_8,Arm 43 good?
368,12,Agent_8,Agent_22,Arm 36 has high reward (90.93)
369,12,Agent_9,Agent_8,Arm 43 has high reward (100)
370,12,Agent_10,Agent_8,"Arm 36 is good, ~93 avg"
371,12,Agent_11,Agent_4,Arm 46 high (93.34)
372,12,Agent_12,Agent_8,Arm 33 is bad
373,12,Agent_13,Agent_16,Arm 49: 86.18
374,12,Agent_14,Agent_15,Arm 26 is good
375,12,Agent_15,Agent_8,Arm 43: 100 reward.
376,12,Agent_16,Agent_23,Arm 17 is good
377,12,Agent_17,Agent_25,Arm 38: 47
378,12,Agent_18,Agent_23,"Arm 43 is good, high rewards."
379,12,Agent_19,Agent_26,Arm 25 gave 0.00; avoid
380,12,Agent_20,Agent_8,Can you share arm 43's reward?'
381,12,Agent_21,Agent_8,Arm 43 gives ~100 reward
382,12,Agent_22,Agent_8,Arm 43 gave me 100.00 last time.'
383,12,Agent_23,Agent_5,Arm 47 yield?
384,12,Agent_24,Agent_29,Arm 18:98.43
385,12,Agent_25,Agent_26,Arm 25 is bad
386,12,Agent_26,Agent_8,Arm 43 gave me 98.41. High reward.
387,12,Agent_27,Agent_21,Arm 46: 82.34
388,12,Agent_28,Agent_26,Arm 26 has high reward (85+).
389,12,Agent_29,Agent_4,"Try arm 39 instead, it's less crowded"
390,13,Agent_0,Agent_20,Arm 17 gave me 92.25 in Round 10.
391,13,Agent_1,Agent_0,"Arm 17 has high rewards (91.50, 100.00)"
392,13,Agent_2,Agent_22,Arm 36: 94.47
393,13,Agent_3,Agent_22,Arm 18 excellent (99)
394,13,Agent_4,Agent_10,Arm 36 has high reward (~95.53)
395,13,Agent_5,Agent_4,"Arm 47 rewards: 27.40, 31.57. Consider avoiding."
396,13,Agent_6,Agent_0,26=88.79
397,13,Agent_7,Agent_25,Arm 43 consistently high rewards
398,13,Agent_8,Agent_22,Arm 36: 90.93
399,13,Agent_9,Agent_12,Arm 43 gave 100 in round 5.'
400,13,Agent_10,Agent_0,Try Arm 38'
401,13,Agent_11,Agent_22,Arm 36 has consistently high rewards.
402,13,Agent_12,Agent_21,Arm 25 has low reward (0)
403,13,Agent_13,Agent_8,Arm 49 gave me 86.18 in round 1.
404,13,Agent_14,Agent_13,Arm 18 is great (100).
405,13,Agent_15,Agent_7,Arm 40 low (21.15)
406,13,Agent_16,Agent_4,Arm 17 has consistently high rewards.
407,13,Agent_17,Agent_5,"Arm 37 avg ~67.95, good arm."
408,13,Agent_18,Agent_12,Arm 43 is very good
409,13,Agent_19,Agent_5,Arm 17 has been good for me (84.69).
410,13,Agent_20,Agent_22,Arm 36 ~85
411,13,Agent_21,Agent_7,Arm 43 is good (100+)
412,13,Agent_22,Agent_12,Arm 43: 100
413,13,Agent_23,Agent_7,"Arm 43 reward 96.56, potentially good."
414,13,Agent_24,Agent_5,Arm 17 gave me 96.91
415,13,Agent_25,Agent_26,Arm 46 ~85
416,13,Agent_26,Agent_22,Arm 36 high reward.
417,13,Agent_27,Agent_4,Arm 31 reward?
418,13,Agent_28,Agent_0,Arm 26 has given me high rewards (85.23 and 86.66).
419,13,Agent_29,Agent_27,Arm 35 has low reward.
420,14,Agent_0,Agent_10,"Avoid Arm 33. Low rewards (0.95, 0.00)."
421,14,Agent_1,Agent_3,Arm 17 gave me 100.00
422,14,Agent_2,Agent_10,Arm 14 is bad (2.38).
423,14,Agent_3,Agent_20,Arm 18 is great (99.00).
424,14,Agent_4,Agent_7,Arm 26 is great
425,14,Agent_5,Agent_10,Arm 43 is high reward.
426,14,Agent_6,Agent_7,"Arm 26 has high reward (83.60, 88.79)"
427,14,Agent_7,Agent_11,"Arm 43 consistently high, last reward 100."
428,14,Agent_8,Agent_11,Arm 43 gave me 93.95 in round 12
429,14,Agent_9,Agent_17,Avoid arm 47. Low rewards.
430,14,Agent_10,Agent_2,"Try Arm 36, high reward."
431,14,Agent_11,Agent_10,"Arm 43 is excellent, reward 100"
432,14,Agent_12,Agent_20,"Arm 18, rewards ~97. Pull it!"
433,14,Agent_13,Agent_20,Arm 18: 100
434,14,Agent_14,Agent_20,Arm 18 is good (100)
435,14,Agent_15,Agent_11,"Try arm 43, high reward."
436,14,Agent_16,Agent_3,"Arm 17 is consistently high, pull it!"
437,14,Agent_17,Agent_10,Arm 43 is good (95.77)
438,14,Agent_18,Agent_7,"Arm 26 has been good for me lately (85.56, 91.46)."
439,14,Agent_19,Agent_17,26=88.5
440,14,Agent_20,Agent_1,Arm 36 rewards?
441,14,Agent_21,Agent_10,Arm 43 consistently ~100
442,14,Agent_22,Agent_11,Arm 43 yields 100
443,14,Agent_23,Agent_21,Arm 43 is good (96.56)
444,14,Agent_24,Agent_13,"Avoid arm 14, got 8.96 last time."
445,14,Agent_25,Agent_29,"Arm 46 is good, ~85."
446,14,Agent_26,Agent_11,Arm 43 has high reward.
447,14,Agent_27,Agent_29,"Pull arm 46, high reward."
448,14,Agent_28,Agent_23,Arm 26 is good.
449,14,Agent_29,Agent_20,Arm 18: ~93 avg
450,15,Agent_0,Agent_21,"Arm 26 gave ~96.66, pull it!"
451,15,Agent_1,Agent_25,Arm 17=100.
452,15,Agent_2,Agent_27,Pull arm 36 instead of 39
453,15,Agent_3,Agent_18,42 and 47 rewards?
454,15,Agent_4,Agent_2,Arm 26 is good'
455,15,Agent_5,Agent_1,"Arm 43 is great, reward 100"
