,iteration,sender,receiver,message
37,1,Agent_7,Agent_22,Arm 45: 16.16
38,1,Agent_8,Agent_29,Arm 26 gave 83.83 in Round 0'
39,1,Agent_9,Agent_24,Arm 22: 46.93
40,1,Agent_10,Agent_2,Arm 12 reward: 73.28
41,1,Agent_11,Agent_5,Arm 10 gave 32.11 last round
42,1,Agent_12,Agent_1,Arm 5 has high reward (99.57).
43,1,Agent_13,Agent_1,Arm 6 reward: 46.09
44,1,Agent_14,Agent_9,Arm 21: 21.76
45,1,Agent_15,Agent_13,Arm 35 has reward 0.00
46,1,Agent_16,Agent_21,Arm 39 gave me 82.50
47,1,Agent_17,Agent_26,Arm 36 reward: 89.38
48,1,Agent_18,Agent_5,Arm 19 reward: 34.34
49,1,Agent_19,Agent_5,"Avoid arm 25, reward 0"
50,1,Agent_20,Agent_27,Arm 27 reward: 57.92
51,1,Agent_21,Agent_23,Arm 23 gave 69.52 in Round 0'
52,1,Agent_22,Agent_1,Arm 34 gave 45.22'
53,1,Agent_23,Agent_2,Arm 13: 19.62
54,1,Agent_24,Agent_27,Arm 37 gave 83.13 last round.
55,1,Agent_25,Agent_8,Arm 1 gave me 84.95
56,1,Agent_26,Agent_16,Arm 38 gave 47.42 last round.
57,1,Agent_27,Agent_3,Arm 3 gave 93.93 last round.
58,1,Agent_28,Agent_20,Arm 24 gives 58.50'
59,1,Agent_29,Agent_4,Arm 44: 35.58
60,2,Agent_0,Agent_2,Reward for Arm 44?
61,2,Agent_1,Agent_29,Arm 17 has high reward (93.71)
62,2,Agent_2,Agent_22,"Arm 12 gave 78.69, consider it."
63,2,Agent_3,Agent_13,Arm 3 gave me 87.30 in round 1.
64,2,Agent_4,Agent_2,44: 43.20
65,2,Agent_5,Agent_6,Arm 8 gave 73.21 last round.
66,2,Agent_6,Agent_4,43: 98.16
67,2,Agent_7,Agent_15,Arm 34 reward?
68,2,Agent_8,Agent_16,Arm 1: 75.11
69,2,Agent_9,Agent_1,Arm 22 gave me 46.93 in Round 0
70,2,Agent_10,Agent_1,Arm 6: 60.41
71,2,Agent_11,Agent_29,Reward for arm 10 is 32.11
72,2,Agent_12,Agent_3,Arm 5 gives 99.57
73,2,Agent_13,Agent_29,Arm 17 gives 100
74,2,Agent_14,Agent_13,Arm 29 gave me 12.49 last round. Good luck!
75,2,Agent_15,Agent_11,Arm 35: 0.00
76,2,Agent_16,Agent_24,39: 82.50
77,2,Agent_17,Agent_16,Arm 36 gave 89.38 last round.
78,2,Agent_18,Agent_5,34.34 for 19'
79,2,Agent_19,Agent_9,25:0
80,2,Agent_20,Agent_11,Arm 27 gave 57.92 in round 0
81,2,Agent_21,Agent_12,"39:77.41, try 38?"
82,2,Agent_22,Agent_15,Arm 34 rewards at 45.22
83,2,Agent_23,Agent_1,Arm 23: 64.56
84,2,Agent_24,Agent_20,Arm 37 gave 83.13 last round.
85,2,Agent_25,Agent_16,Arm 1 gave 84.95 in round 0.
86,2,Agent_26,Agent_16,Arm 36: 100.00
87,2,Agent_27,Agent_13,Arm 3: 93.93
88,2,Agent_28,Agent_21,Arm 24 gave me 58.50 in Round 0.
89,2,Agent_29,Agent_24,Arm 26 gave 91.92 in round 1
90,3,Agent_0,Agent_1,What is your highest reward arm and its value?
91,3,Agent_1,Agent_28,Arm 17 gave 93.71
92,3,Agent_2,Agent_12,Arm 12: 78.69'
93,3,Agent_3,Agent_26,Arm 5 gave me 100 in round 2.
94,3,Agent_4,Agent_17,Arm 43 gave 100 in Round 2.
95,3,Agent_5,Agent_21,Arm 10 reward: 31.01.
96,3,Agent_6,Agent_2,Arm 43 is good.
97,3,Agent_7,Agent_18,Arm 33: 0.46
98,3,Agent_8,Agent_12,Arm 1 is good.
99,3,Agent_9,Agent_7,Arm 22 gave 46.93 in Round 0.
100,3,Agent_10,Agent_12,Arm 12 reward: 73.28'
101,3,Agent_11,Agent_15,Arm 27 gives 54.05
102,3,Agent_12,Agent_5,Reward for arm 2?'
103,3,Agent_13,Agent_28,Arm 17 is great! (100.00)
104,3,Agent_14,Agent_11,Arm 28: 70.97
105,3,Agent_15,Agent_17,Arm 14 gave 0 in Round 1
106,3,Agent_16,Agent_9,Arm 36: 92.00
107,3,Agent_17,Agent_16,Arm 36 has high reward (89.38).
108,3,Agent_18,Agent_25,Arm 32: ~72.47
109,3,Agent_19,Agent_14,arm 42 gave 40
110,3,Agent_20,Agent_9,Arm 37: 64.88
111,3,Agent_21,Agent_22,"Arm 18 is great (100), arm 39 is good (77.41)."
112,3,Agent_22,Agent_15,Arm 34 is good.
113,3,Agent_23,Agent_11,Arm 23: 64.56
114,3,Agent_24,Agent_18,Arm 33: 2.79 (low)
115,3,Agent_25,Agent_12,"Arm 1 gave me 84.95, high reward!'"
116,3,Agent_26,Agent_17,"Arm 14 reward was 7.63, low."
117,3,Agent_27,Agent_21,Arm 3: 93.93
118,3,Agent_28,Agent_12,Arm 12 was good for me.'
119,3,Agent_29,Agent_28,Arm 17 had reward 93.15 in round 2
120,4,Agent_0,Agent_15,Arm 32 reward 72.77
121,4,Agent_1,Agent_15,Arm 47 has low reward (24.46).
122,4,Agent_2,Agent_1,Arm 43 gave 100'
123,4,Agent_3,Agent_25,Arm 5 gave 100 reward.
124,4,Agent_4,Agent_2,Arm 43 gave me 100 in round 2.
125,4,Agent_5,Agent_1,Arm 2: 60.80'
126,4,Agent_6,Agent_15,Arm 11 gave me 14.35. Maybe avoid.
127,4,Agent_7,Agent_5,Arm 33 is bad!
128,4,Agent_8,Agent_0,Arm 16: 85.36
129,4,Agent_9,Agent_15,"Arm 37 gave me 81.30, which is good."
130,4,Agent_10,Agent_14,Arm 15 low reward
131,4,Agent_11,Agent_1,28:57.65
132,4,Agent_12,Agent_25,Arm 5 is good
133,4,Agent_13,Agent_0,Arm 17: 100
134,4,Agent_14,Agent_1,Arm 28 has high reward.'
135,4,Agent_15,Agent_24,"Avoid arm 35, gave 0.00"
136,4,Agent_16,Agent_27,"Arm 36 is good, try others."
137,4,Agent_17,Agent_0,Arm 36: 89.38
138,4,Agent_18,Agent_15,"Arm 32 is good (75.81, 69.12)"
139,4,Agent_19,Agent_23,Arm 16 is good
140,4,Agent_20,Agent_15,Arm 37: 64.88
141,4,Agent_21,Agent_6,Arm 18 gave me 100.
142,4,Agent_22,Agent_10,Arm 18: 96.06
143,4,Agent_23,Agent_8,Arm 8: 59.32
144,4,Agent_24,Agent_15,Arm 37 gave 83.13 in round 0.
145,4,Agent_25,Agent_22,Arm 1: 84.95
146,4,Agent_26,Agent_27,Arm 36 gave 100 in round 1.
147,4,Agent_27,Agent_15,Arm 37: 66.30
148,4,Agent_28,Agent_10,Arms 12 and 24 pay well.'
149,4,Agent_29,Agent_10,Arm 26 gave 91.92
150,5,Agent_0,Agent_23,Arm 43 gives 90.62
151,5,Agent_1,Agent_27,Avoid arm 0.
152,5,Agent_2,Agent_23,"Arm 43 has given high rewards (100.00, 99.28) in the last two rounds."
153,5,Agent_3,Agent_20,"Arm 3 gave 87.30, great option!"
154,5,Agent_4,Agent_23,Arm 43 gave me 100.00 in round 2.'
155,5,Agent_5,Agent_20,Arm 8: 73.21'
156,5,Agent_6,Agent_19,"Arm 11 gave 14.35, avoid.'"
157,5,Agent_7,Agent_15,"Arm 22 is good, pull it!"
158,5,Agent_8,Agent_16,Arm 16 rewarded 85.36.
159,5,Agent_9,Agent_1,Arm 37: 81.30
160,5,Agent_10,Agent_8,Arm 26 gave me 84.66 in Round 4
161,5,Agent_11,Agent_19,"Arm 49 gave 81.26, consider it."
162,5,Agent_12,Agent_11,Arm 38 reward is 43.07
163,5,Agent_13,Agent_20,Arm 3 high reward (90.04)
164,5,Agent_14,Agent_7,70.97 on arm 28
165,5,Agent_15,Agent_1,Arm 37 gave 72.19
166,5,Agent_16,Agent_19,Arm 29 has low reward (7.20). Consider other arms.
167,5,Agent_17,Agent_10,Arm 36 gave 89.38 in round 0
168,5,Agent_18,Agent_2,Arm 13: 16.10. Avoid.
169,5,Agent_19,Agent_16,Arm 16 reward?
170,5,Agent_20,Agent_24,"Arm 10 gave 23.06, avoid if possible."
171,5,Agent_21,Agent_25,Arm 18 gave me 100.00
172,5,Agent_22,Agent_25,Arm 18: 96.06
173,5,Agent_23,Agent_16,Arm 16 gave 92.62 last round.
174,5,Agent_24,Agent_4,Arm 44 gave me 43.65 in round 4.
175,5,Agent_25,Agent_13,Arm 5 rewarded 97.14 last round
176,5,Agent_26,Agent_10,Arm 36: 100
177,5,Agent_27,Agent_20,Arm 3: 93.93
178,5,Agent_28,Agent_10,Arm 12 gave 72.20 in Round 2.
179,5,Agent_29,Agent_2,Arm 13 low. Switch.
180,6,Agent_0,Agent_1,Arm 17 is good
181,6,Agent_1,Agent_3,Arm 47 low reward (24.46)'
182,6,Agent_2,Agent_17,"Arm 12 gave me 78.69, Arm 13 gave me 23.04"
183,6,Agent_3,Agent_7,Arm 5 gives 100.00 reward.
184,6,Agent_4,Agent_1,"Arm 43 gave 100 last time, great option!"
185,6,Agent_5,Agent_9,Arm 8 is good (73.21)
186,6,Agent_6,Agent_26,Arm 18 gave me 100
187,6,Agent_7,Agent_11,Arm 28: 82.65 (round 5)
188,6,Agent_8,Agent_21,Arm 16 is good.
189,6,Agent_9,Agent_23,Arm 37 recently gave 81.30
190,6,Agent_10,Agent_24,Arm 26 gave me 84.66
191,6,Agent_11,Agent_5,Arm 27: 54.05
192,6,Agent_12,Agent_3,Arm 5 is high reward
193,6,Agent_13,Agent_3,Arm 5: 97.81
194,6,Agent_14,Agent_11,Arm 28 gave 70.97 last pull
195,6,Agent_15,Agent_7,Arm 14 is bad.
196,6,Agent_16,Agent_28,Arm 29 gave only 7.20 in round 4.'
197,6,Agent_17,Agent_6,Arm 36: high reward (89.38)
198,6,Agent_18,Agent_16,Arm 3 reward: 95.92
199,6,Agent_19,Agent_7,Arm 6 good
200,6,Agent_20,Agent_16,Arm 3 gave 100 in round 5
201,6,Agent_21,Agent_14,Arm 25 has low reward
202,6,Agent_22,Agent_26,Arm 18 reward: 96.06
203,6,Agent_23,Agent_9,Arm 43: 100'
204,6,Agent_24,Agent_0,Arm 33 has low reward.
205,6,Agent_25,Agent_26,Arm 18: 94.17
206,6,Agent_26,Agent_3,Arm 5 is good
207,6,Agent_27,Agent_16,Arm 3: 93.93
208,6,Agent_28,Agent_0,Arm 20 has low reward (19.12). Consider switching.
209,6,Agent_29,Agent_4,Reward for arm 17 was 93.15
210,7,Agent_0,Agent_22,Arm 17 gave me high rewards in past rounds.
211,7,Agent_1,Agent_10,Arm 36 reward?
212,7,Agent_2,Agent_23,"Arm 43 is consistently high, pull it!"
213,7,Agent_3,Agent_20,"Arm 5 is high (100, 93.89)"
214,7,Agent_4,Agent_23,Arm 43 gave me 100
215,7,Agent_5,Agent_27,Arm 2: 60.80'
216,7,Agent_6,Agent_10,36:93.24
217,7,Agent_7,Agent_15,Arm 28 reward: 82.65
218,7,Agent_8,Agent_2,Arm 41 has low rewards; consider switching.
219,7,Agent_9,Agent_23,"Arm 43 gave me 94.60, seems good!"
220,7,Agent_10,Agent_6,Arm 26 gives high reward'
221,7,Agent_11,Agent_15,"Arm 28: 57.65, 63.59"
222,7,Agent_12,Agent_20,Arm 5: 99.57
223,7,Agent_13,Agent_22,17: 100
224,7,Agent_14,Agent_24,What was your reward for arm 33?
225,7,Agent_15,Agent_7,37 is good
226,7,Agent_16,Agent_5,"Pull arm 16, high reward."
227,7,Agent_17,Agent_10,Arm 36 rewards high (~89)
228,7,Agent_18,Agent_19,Arm 32 has given me high rewards: 75.81 and 69.12.
229,7,Agent_19,Agent_3,Arm 46 is good.
230,7,Agent_20,Agent_0,Arm 3 gave me 100.00 in round 5.
231,7,Agent_21,Agent_4,Arm 18: 100 last round. Good!
232,7,Agent_22,Agent_26,Arm 1: 83.86
233,7,Agent_23,Agent_27,Arm 43 gave 100.
234,7,Agent_24,Agent_7,Arm 37 is good (83.13)'
235,7,Agent_25,Agent_4,Arm 18 is good
236,7,Agent_26,Agent_10,Arm 36 is good.
237,7,Agent_27,Agent_22,"Arm 45 reward: 4.56, low. Try arm 17."
238,7,Agent_28,Agent_22,Arm 17 reward: 98.32
239,7,Agent_29,Agent_22,17=93.15
240,8,Agent_0,Agent_25,"Arm 17 is great, rewards ~90."
241,8,Agent_1,Agent_25,Arm 17: 93.71
242,8,Agent_2,Agent_0,Pull Arm 12 (~78.7)'
243,8,Agent_3,Agent_2,Arm 46 is good.
244,8,Agent_4,Agent_13,Arm 43=100
245,8,Agent_5,Agent_2,Arm 16 is great (87.56)
246,8,Agent_6,Agent_9,Arm 11 low reward (14.35)
247,8,Agent_7,Agent_12,28:82.65
248,8,Agent_8,Agent_2,"Arm 16 gave me 85.36, consider pulling."
249,8,Agent_9,Agent_13,"Arm 43 gave me 94.60, what was yours?"
250,8,Agent_10,Agent_11,Arm 36 good? Nearby tips?
251,8,Agent_11,Agent_10,Reward for arm 35?
252,8,Agent_12,Agent_6,Arm 5: 99.57
253,8,Agent_13,Agent_25,Arm 17 gives 100
254,8,Agent_14,Agent_29,Arm 34: high reward 50.82
255,8,Agent_15,Agent_0,Arm 37 gave 72.19 in round 4
256,8,Agent_16,Agent_14,Arm 29 is bad (7.20). Avoid.
257,8,Agent_17,Agent_11,Arm 36 rewards highly (89.38).
258,8,Agent_18,Agent_27,"Arm 32 is good, ~70 reward"
259,8,Agent_19,Agent_25,Arm 6: high reward (~54.8)
260,8,Agent_20,Agent_25,Arm 3 and 5 are high reward.
261,8,Agent_21,Agent_25,Arm 25 reward: 5.33. Avoid.
262,8,Agent_22,Agent_19,Arm 18: 96.06
263,8,Agent_23,Agent_18,"Arm 7 good (55.59), Arm 13 low (19.62)"
264,8,Agent_24,Agent_8,26=90.14
265,8,Agent_25,Agent_19,"Arm 18 is great, keep pulling it."
266,8,Agent_26,Agent_6,Arm 5: 92.48
267,8,Agent_27,Agent_17,Arm 3 has high reward (93.93).
268,8,Agent_28,Agent_25,Arm 17: 98.32'
269,8,Agent_29,Agent_25,Arm 17 gave me 93.15.'
270,9,Agent_0,Agent_23,43: 90.62
271,9,Agent_1,Agent_4,Arm 17 is high (~94)
272,9,Agent_2,Agent_29,Skip arm 11.
273,9,Agent_3,Agent_5,"Arm 5 is great, 100 last time."
274,9,Agent_4,Agent_23,Arm 43 gave me 100 in round 2.
275,9,Agent_5,Agent_28,Arm 8: 73.21
276,9,Agent_6,Agent_29,"Try arm 43, reward 98."
277,9,Agent_7,Agent_11,Arm 28 is good (82.65)
278,9,Agent_8,Agent_23,Arm 41 is low; try 26.
279,9,Agent_9,Agent_23,43:94.60
280,9,Agent_10,Agent_27,Arm 26: 84.66
281,9,Agent_11,Agent_17,Arm 36: 91.53
282,9,Agent_12,Agent_21,Arm 40 is low (15.28). Switch!
283,9,Agent_13,Agent_4,Arm 17=100
284,9,Agent_14,Agent_7,"Avoid arm 29, low rewards."
285,9,Agent_15,Agent_29,Arm 39: 82.37
286,9,Agent_16,Agent_5,Arm 16 is good
287,9,Agent_17,Agent_3,Arm 3 reward 94.49
288,9,Agent_18,Agent_3,Arm 3 had 95.92
289,9,Agent_19,Agent_4,Arm 18 was 100 last round.
290,9,Agent_20,Agent_19,Arm 37 gave 64.88
291,9,Agent_21,Agent_23,"Try arm 16, it gave 86.15 in round 6"
292,9,Agent_22,Agent_29,Arm 11 ~2.68
293,9,Agent_23,Agent_5,Arm 16 is great
294,9,Agent_24,Agent_19,Arm 37 is good (83.13)
295,9,Agent_25,Agent_4,"Arms 17:99.18, 18:94.17, 32:75.63"
296,9,Agent_26,Agent_4,Arm 18 gives 100.00
297,9,Agent_27,Agent_4,Arm 32 gave me 69.13 in round 8.
298,9,Agent_28,Agent_4,Arm 17: 98.32
299,9,Agent_29,Agent_24,How is arm 38 performing?'
300,10,Agent_0,Agent_11,Arm 33 is bad
301,10,Agent_1,Agent_10,Arm 17 still good?
302,10,Agent_2,Agent_14,"Arm 43 has high rewards (100, 99.28)"
303,10,Agent_3,Agent_5,Arm 4: 37.78
304,10,Agent_4,Agent_25,Arm 18 is great (100.00 twice)
305,10,Agent_5,Agent_3,"Arm 5 is great, reward 93.05"
306,10,Agent_6,Agent_25,Arm 18=100
307,10,Agent_7,Agent_27,"Try arm 28, high reward."
308,10,Agent_8,Agent_27,"Arm 41 is consistently low (37.49, 45.93)"
309,10,Agent_9,Agent_29,Arm 43 rewards 94.60
310,10,Agent_10,Agent_2,Arm 11 reward was 1.63
311,10,Agent_11,Agent_20,Arm 36: 91.53
312,10,Agent_12,Agent_10,Arm 24 is good (67.82)
313,10,Agent_13,Agent_10,Arm 17 has high reward (100). Prioritize it.
314,10,Agent_14,Agent_8,Arm 28 gave me 70.97
315,10,Agent_15,Agent_12,Arm 39 has a reward of 82.37
316,10,Agent_16,Agent_20,"Arm 36 gave me high rewards (92, 87)"
317,10,Agent_17,Agent_3,Arm 3 rewards highly (94.49)
318,10,Agent_18,Agent_23,Arm 12: 74.83
319,10,Agent_19,Agent_1,Arm 46: 78.53
320,10,Agent_20,Agent_24,Try arm 3 or 5
321,10,Agent_21,Agent_3,Arm 3:95
322,10,Agent_22,Agent_2,Arm 11 reward: 2.68
323,10,Agent_23,Agent_29,Arm 43 consistently gives 100
324,10,Agent_24,Agent_12,Arm26=90.14
325,10,Agent_25,Agent_10,Arm 17 gave 99.18
326,10,Agent_26,Agent_20,Arm 36: 100
327,10,Agent_27,Agent_18,"Arm 45 gave me 4.56 in round 5, avoid if possible"
328,10,Agent_28,Agent_10,Arm 17 gave 98.32
329,10,Agent_29,Agent_10,Arm 17 gave me 93.15'
330,11,Agent_0,Agent_1,Arm 29 is bad (8.57). Avoid if possible.
331,11,Agent_1,Agent_2,Arm 5 gave 91.13
332,11,Agent_2,Agent_9,Arm 11 is bad.
333,11,Agent_3,Agent_9,"Arm 21 is not great, try another.'"
334,11,Agent_4,Agent_28,Arm 18 rewards 100
335,11,Agent_5,Agent_13,Arm 16 was good for me last time.
336,11,Agent_6,Agent_28,Arm 18 gave 100 in round 4
337,11,Agent_7,Agent_6,"Pull arm 28, high reward"
338,11,Agent_8,Agent_17,Arm 26 is good
339,11,Agent_9,Agent_26,"Arm 25 is bad, avoid it'"
340,11,Agent_10,Agent_27,Arm 15 has low reward (22.07).
341,11,Agent_11,Agent_15,"Arm 28: high rewards, increasing"
342,11,Agent_12,Agent_3,Arm 5: 99.57
343,11,Agent_13,Agent_29,Arm 17 gives 100
344,11,Agent_14,Agent_15,Arm 28: 70.97
345,11,Agent_15,Agent_23,Try arm 24 instead of 35
346,11,Agent_16,Agent_1,Arm 29 is low. Avoid.
347,11,Agent_17,Agent_25,Arm 3: 94.49'
348,11,Agent_18,Agent_25,Arm 3: 95.92'
349,11,Agent_19,Agent_28,Arm 18 gave 100.00 in Round 8.
350,11,Agent_20,Agent_2,Arm 31 gave me low reward (16.53).
351,11,Agent_21,Agent_28,Arm 18: 100.00
352,11,Agent_22,Agent_28,"Arm 18 has given me 96.06, keep pulling it!"
353,11,Agent_23,Agent_13,Arm 16 gives ~92.62
354,11,Agent_24,Agent_6,"Arm 33 has low rewards, try another"
355,11,Agent_25,Agent_27,"Avoid arm 15, low reward."
356,11,Agent_26,Agent_28,Arm 18 gives 100!
357,11,Agent_27,Agent_0,45: 4.56
358,11,Agent_28,Agent_29,"Arm 17 gave me 98.32, consider it.'"
359,11,Agent_29,Agent_17,Arm 26 is good.
360,12,Agent_0,Agent_20,Arm 33 is bad (0.95)
361,12,Agent_1,Agent_2,Arm 29 is low.
362,12,Agent_2,Agent_14,"Arm 43 is very good (100.00, 99.28)."
363,12,Agent_3,Agent_11,Arm 5 is consistently high. Keep pulling it.'
364,12,Agent_4,Agent_14,Arm 43 avg: 97.45
365,12,Agent_5,Agent_9,What's arm 3 like?
366,12,Agent_6,Agent_20,"Avoid arm 33 (0 reward), pull arm 38"
367,12,Agent_7,Agent_19,Arm 28 - high reward (82.65).
368,12,Agent_8,Agent_24,"Arm 26 avg ~85, pull it!'"
369,12,Agent_9,Agent_5,"Arm 25 reward: 2.19, low."
370,12,Agent_10,Agent_12,Arm 17: 94.89
371,12,Agent_11,Agent_17,Arm 36: 91.53
372,12,Agent_12,Agent_11,Arm 5 gives high reward (99.57)
373,12,Agent_13,Agent_3,Arm 16 has high reward (86.35)
374,12,Agent_14,Agent_18,Arm 39 high (85.83) for me
375,12,Agent_15,Agent_18,Arm 39: 82
376,12,Agent_16,Agent_2,Arm 29 has low reward.
377,12,Agent_17,Agent_26,Arm 36: 83.88
378,12,Agent_18,Agent_9,Arm 3: 95.92
379,12,Agent_19,Agent_1,Try arm 37.'
380,12,Agent_20,Agent_17,Arm 36 is good (85.23)
381,12,Agent_21,Agent_22,Arm 18 gives 100.00
382,12,Agent_22,Agent_25,Arm 7 gives consistent rewards around 50.
383,12,Agent_23,Agent_14,Arm 43 is 100!
384,12,Agent_24,Agent_20,Avoid Arm 33. Low reward.
385,12,Agent_25,Agent_11,Prioritize arm 5 (97.14)
386,12,Agent_26,Agent_17,Arm 36 gave 100.00
387,12,Agent_27,Agent_24,Arm 26: 94.09
388,12,Agent_28,Agent_9,Avoid arm 20. Low rewards.
389,12,Agent_29,Agent_14,Arm 43 is excellent (100)
390,13,Agent_0,Agent_1,Pull arm 3 again.
391,13,Agent_1,Agent_8,Arm 25: 0.00'
392,13,Agent_2,Agent_16,Avoid arm 11. Rewards were 0 and 0.44.
393,13,Agent_3,Agent_2,"Try arm 5, high rewards"
394,13,Agent_4,Agent_1,Arm 43 has given 100.00 and 94.90 in past pulls.
395,13,Agent_5,Agent_14,Arm 5: ~93
396,13,Agent_6,Agent_10,Arm 18 has high reward (100.00)
397,13,Agent_7,Agent_27,28:82
398,13,Agent_8,Agent_20,"Arm 20 is low reward, avoid.'"
399,13,Agent_9,Agent_1,Arm 3: 99.78
400,13,Agent_10,Agent_16,"Arm 11 is bad, reward was 1.63"
401,13,Agent_11,Agent_23,Arm 49 ~81.26'
402,13,Agent_12,Agent_14,Arm 5 is great (99.57).
403,13,Agent_13,Agent_2,Arm 14: low
404,13,Agent_14,Agent_10,Arm 43 is great
405,13,Agent_15,Agent_27,Arm 28 avg reward ~69.10
406,13,Agent_16,Agent_23,Arm 36 is very good.
407,13,Agent_17,Agent_23,Arm 36 is good
408,13,Agent_18,Agent_1,"Pull arm 3, high reward 95.92."
409,13,Agent_19,Agent_7,Pull arm 18. Got 100.
410,13,Agent_20,Agent_1,Arm 3 gave 100. Pull it!
411,13,Agent_21,Agent_7,Arm 18 gave 100.00 in Round 2
412,13,Agent_22,Agent_17,Arm 8 has been good (55.82)
413,13,Agent_23,Agent_10,Arm 43 = 100!
414,13,Agent_24,Agent_18,Arm 26 is excellent (avg ~86.89)
415,13,Agent_25,Agent_1,Arm 3 is excellent (93.26).
416,13,Agent_26,Agent_14,Arm 5 reward: 92.48
417,13,Agent_27,Agent_1,Arm 45 is bad (4.56)
418,13,Agent_28,Agent_29,Arm 17 gives high reward (98.32)
419,13,Agent_29,Agent_10,Arm 43 is great (100).
420,14,Agent_0,Agent_27,Arm 43 is good (90.62)
421,14,Agent_1,Agent_19,Arm 35 bad'
422,14,Agent_2,Agent_4,"Arm 11 has low rewards (0.00, 0.44)"
423,14,Agent_3,Agent_29,Arm 31 gave me low reward (18.56). Maybe avoid.
424,14,Agent_4,Agent_27,Arm 43 avg ~97
425,14,Agent_5,Agent_23,Arm 5: 93.05
426,14,Agent_6,Agent_4,"Arm 5 is consistently high, focus on it."
427,14,Agent_7,Agent_9,"Arm 18 gives 100.00, try it!"
428,14,Agent_8,Agent_0,Arm 25 reward was 1.60
429,14,Agent_9,Agent_27,Arm 43: 94.60
430,14,Agent_10,Agent_4,Arm 11 is bad (1.63).
431,14,Agent_11,Agent_4,Arm 5: 93.58
432,14,Agent_12,Agent_4,Arm 17 reward was 87.25
433,14,Agent_13,Agent_4,Arm 17 is great!
434,14,Agent_14,Agent_27,Arm 43 high (97.53).
435,14,Agent_15,Agent_19,"Arm 39 is good (82,78)"
436,14,Agent_16,Agent_4,Arm 3: 88.50
437,14,Agent_17,Agent_28,"Try arm 28, it's unexplored."
438,14,Agent_18,Agent_29,Arm 13 low (16.10)
439,14,Agent_19,Agent_7,Arm 18 gave 100.00
440,14,Agent_20,Agent_14,"Try arm 12, gave me 73.67"
441,14,Agent_21,Agent_18,Arm 14 is low.
442,14,Agent_22,Agent_28,"Arm 1 is good, 83.86 last time"
443,14,Agent_23,Agent_27,Pull arm 43 for 100!
444,14,Agent_24,Agent_9,Arm 33 has low rewards (~1.62).
445,14,Agent_25,Agent_13,Arm 48 reward was 54.57
446,14,Agent_26,Agent_7,Arm 18 is 100
447,14,Agent_27,Agent_18,Arm 45 is bad
448,14,Agent_28,Agent_4,Arm 17 is good (98.32)
449,14,Agent_29,Agent_27,Arm 43 gave 100
450,15,Agent_0,Agent_22,Arm 3 is great (89.77)
451,15,Agent_1,Agent_3,Arm 46 gave 100!
452,15,Agent_2,Agent_11,Arm 11 is bad.
453,15,Agent_3,Agent_22,"Arms 3,5: up to 100"
454,15,Agent_4,Agent_28,Arm 18 is great!
455,15,Agent_5,Agent_22,Arm 5 at 93.05. Still good?
456,15,Agent_6,Agent_24,Arm 5 gave 95.55
457,15,Agent_7,Agent_13,Arm 28 gave 82.65 in round 5.
458,15,Agent_8,Agent_15,"Avoid arm 25, try arm 26"
459,15,Agent_9,Agent_22,Arm 3 has high reward (99.78)
460,15,Agent_10,Agent_17,"Arm 43 is best, reward 100!"
